년월,시군구명,성별코드,가맹점업종명,총결제금액
May-19,남양주시,M,사무통신,130000
May-19,남양주시,M,건축자재,298200
May-19,남양주시,M,농업,302700
May-19,남양주시,M,신변잡화,359500
May-19,남양주시,M,기타의료기관,372200
May-19,남양주시,M,서적문구,560330
May-19,남양주시,M,문화.취미,972000
May-19,남양주시,M,레져용품,1211800
May-19,남양주시,M,수리서비스,1412960
May-19,남양주시,M,약국,1499860
May-19,남양주시,M,의류,1630000
May-19,남양주시,M,회원제형태,2278000
May-19,남양주시,M,자동차정비 유지,2815170
May-19,남양주시,M,의원,3084090
May-19,남양주시,M,레저업소,4694920
May-19,남양주시,M,보건위생,5320330
May-19,남양주시,M,학원,10927500
May-19,남양주시,M,음료식품,11971746
May-19,남양주시,M,유통업 영리,18227050
May-19,남양주시,M,일반휴게음식,82793630
May-19,동두천시,F,직물,10000
May-19,동두천시,F,용역 서비스,16500
May-19,동두천시,F,병원,18800
May-19,동두천시,F,주방용구,33400
May-19,동두천시,F,레져용품,39900
May-19,동두천시,F,농업,56500
May-19,동두천시,F,문화.취미,90000
May-19,동두천시,F,건강식품,109500
May-19,동두천시,F,레저업소,179500
May-19,동두천시,F,기타의료기관,210000
May-19,동두천시,F,자동차정비 유지,232000
May-19,동두천시,F,수리서비스,252960
May-19,동두천시,F,신변잡화,260000
May-19,동두천시,F,연료판매점,407000
May-19,동두천시,F,서적문구,487550
May-19,동두천시,F,회원제형태,558000
May-19,동두천시,F,약국,575900
May-19,동두천시,F,학원,600000
May-19,동두천시,F,의류,1140000
May-19,동두천시,F,의원,1181400
May-19,동두천시,F,보건위생,2280320
May-19,동두천시,F,유통업 영리,2819240
May-19,동두천시,F,음료식품,3057770
May-19,동두천시,F,일반휴게음식,15616970
May-19,동두천시,M,농업,21500
May-19,동두천시,M,숙박업,40000
May-19,동두천시,M,주방용구,80000
May-19,동두천시,M,기타,94000
May-19,동두천시,M,신변잡화,133900
May-19,동두천시,M,문화.취미,154000
May-19,동두천시,M,자동차정비 유지,166000
May-19,동두천시,M,건강식품,170000
May-19,동두천시,M,서적문구,179250
May-19,동두천시,M,수리서비스,195160
May-19,동두천시,M,의류,227800
May-19,동두천시,M,학원,280000
May-19,동두천시,M,회원제형태,376000
May-19,동두천시,M,연료판매점,434358
May-19,동두천시,M,약국,454830
May-19,동두천시,M,레저업소,459700
May-19,동두천시,M,레져용품,524900
May-19,동두천시,M,보건위생,557800
May-19,동두천시,M,의원,670300
May-19,동두천시,M,음료식품,1012400
May-19,동두천시,M,유통업 영리,2101760
May-19,동두천시,M,일반휴게음식,8686750
May-19,부천시,F,사무통신,86000
May-19,부천시,F,주방용구,134800
May-19,부천시,F,숙박업,170000
May-19,부천시,F,건축자재,314600
May-19,부천시,F,전기제품,316100
May-19,부천시,F,건강식품,318300
May-19,부천시,F,기타,430850
May-19,부천시,F,용역 서비스,491000
May-19,부천시,F,가구,652000
May-19,부천시,F,광학제품,710500
May-19,부천시,F,직물,1037000
May-19,부천시,F,자동차정비 유지,1057000
May-19,부천시,F,서적문구,1310500
May-19,부천시,F,레져용품,2084800
May-19,부천시,F,수리서비스,2443120
May-19,부천시,F,신변잡화,2637350
May-19,부천시,F,문화.취미,2947400
May-19,부천시,F,기타의료기관,3114062
May-19,부천시,F,약국,4226100
May-19,부천시,F,레저업소,4771800
May-19,부천시,F,회원제형태,5363500
May-19,부천시,F,의류,5671690
May-19,부천시,F,의원,11455410
May-19,부천시,F,보건위생,18725180
May-19,부천시,F,유통업 영리,34937100
May-19,부천시,F,학원,38556285
May-19,부천시,F,음료식품,43598860
May-19,부천시,F,일반휴게음식,96953800
May-19,부천시,M,여행,6000
May-19,부천시,M,사무통신,6200
May-19,부천시,M,주방용구,35000
May-19,부천시,M,건축자재,124400
May-19,부천시,M,직물,151300
May-19,부천시,M,전기제품,157800
May-19,부천시,M,기타,352470
May-19,부천시,M,숙박업,385000
May-19,부천시,M,건강식품,385700
May-19,부천시,M,용역 서비스,415180
May-19,부천시,M,신변잡화,1106580
May-19,부천시,M,광학제품,1135000
May-19,부천시,M,수리서비스,1165610
May-19,부천시,M,문화.취미,1441320
May-19,부천시,M,서적문구,1487050
May-19,부천시,M,레져용품,1514400
May-19,부천시,M,기타의료기관,1867100
May-19,부천시,M,의류,1880200
May-19,부천시,M,약국,2997470
May-19,부천시,M,자동차정비 유지,3148041
May-19,부천시,M,회원제형태,4021000
May-19,부천시,M,레저업소,4068400
May-19,부천시,M,의원,5920700
May-19,부천시,M,보건위생,9661764
May-19,부천시,M,학원,16383500
May-19,부천시,M,음료식품,21483820
May-19,부천시,M,유통업 영리,29026100
May-19,부천시,M,일반휴게음식,86717410
May-19,성남시 분당구,F,음료식품,7700
May-19,성남시 분당구,M,전기제품,46200
May-19,성남시 수정구,F,학원,120000
May-19,수원시 권선구,F,레져용품,27700
May-19,수원시 권선구,F,사무통신,36150
May-19,수원시 권선구,F,기타,38600
May-19,수원시 권선구,F,직물,45000
May-19,수원시 권선구,F,농업,51200
May-19,수원시 권선구,F,용역 서비스,99000
May-19,수원시 권선구,F,서적문구,229150
May-19,수원시 권선구,F,문화.취미,254000
May-19,수원시 권선구,F,신변잡화,372580
May-19,수원시 권선구,F,수리서비스,447160
May-19,수원시 권선구,F,자동차정비 유지,513500
May-19,수원시 권선구,F,약국,587740
May-19,수원시 권선구,F,연료판매점,753817
May-19,수원시 권선구,F,의류,756500
May-19,수원시 권선구,F,회원제형태,1002000
May-19,수원시 권선구,F,기타의료기관,1329400
May-19,수원시 권선구,F,레저업소,1957700
May-19,수원시 권선구,F,보건위생,2939700
May-19,수원시 권선구,F,의원,3331600
May-19,수원시 권선구,F,학원,4115500
May-19,수원시 권선구,F,유통업 영리,4852110
May-19,수원시 권선구,F,음료식품,5474590
May-19,수원시 권선구,F,일반휴게음식,20321270
May-19,수원시 권선구,M,사무통신,900
May-19,수원시 권선구,M,농업,2500
May-19,수원시 권선구,M,건강식품,8700
May-19,수원시 권선구,M,전기제품,9000
May-19,수원시 권선구,M,문화.취미,43000
May-19,수원시 권선구,M,건축자재,53080
May-19,수원시 권선구,M,숙박업,69000
May-19,수원시 권선구,M,용역 서비스,90000
May-19,수원시 권선구,M,기타,118800
May-19,수원시 권선구,M,광학제품,130000
May-19,수원시 권선구,M,서적문구,149650
May-19,수원시 권선구,M,의류,295400
May-19,수원시 권선구,M,가구,420000
May-19,수원시 권선구,M,레져용품,464000
May-19,수원시 권선구,M,수리서비스,496550
May-19,수원시 권선구,M,신변잡화,591390
May-19,수원시 권선구,M,연료판매점,636738
May-19,수원시 권선구,M,회원제형태,715500
May-19,수원시 권선구,M,약국,766180
May-19,수원시 권선구,M,의원,806400
May-19,수원시 권선구,M,기타의료기관,1346500
May-19,수원시 권선구,M,학원,1399000
May-19,수원시 권선구,M,레저업소,2275200
May-19,수원시 권선구,M,보건위생,2389900
May-19,수원시 권선구,M,자동차정비 유지,3481040
May-19,수원시 권선구,M,음료식품,4243470
May-19,수원시 권선구,M,유통업 영리,6907690
May-19,수원시 권선구,M,일반휴게음식,27016960
May-19,수원시 영통구,F,사무통신,13800
May-19,수원시 영통구,F,레져용품,30000
May-19,수원시 영통구,F,광학제품,86000
May-19,수원시 영통구,F,유통업 비영리,101800
May-19,수원시 영통구,F,신변잡화,249000
May-19,수원시 영통구,F,용역 서비스,251100
May-19,수원시 영통구,F,자동차정비 유지,281200
May-19,수원시 영통구,F,기타,284400
May-19,수원시 영통구,F,연료판매점,456488
May-19,수원시 영통구,F,문화.취미,503200
May-19,수원시 영통구,F,의류,557500
May-19,수원시 영통구,F,서적문구,600150
May-19,수원시 영통구,F,약국,1082070
May-19,수원시 영통구,F,기타의료기관,1262100
May-19,수원시 영통구,F,수리서비스,1303750
May-19,수원시 영통구,F,회원제형태,1314000
May-19,수원시 영통구,F,레저업소,2461700
May-19,수원시 영통구,F,의원,4942570
May-19,수원시 영통구,F,유통업 영리,5991450
May-19,수원시 영통구,F,보건위생,6042820
May-19,수원시 영통구,F,음료식품,6760220
May-19,수원시 영통구,F,학원,9352100
May-19,수원시 영통구,F,일반휴게음식,25007770
May-19,수원시 영통구,M,용역 서비스,3000
May-19,수원시 영통구,M,건축자재,7000
May-19,수원시 영통구,M,사무통신,10000
May-19,수원시 영통구,M,전기제품,11000
May-19,수원시 영통구,M,기타,76000
May-19,수원시 영통구,M,광학제품,80000
May-19,수원시 영통구,M,직물,80000
May-19,수원시 영통구,M,유통업 비영리,98100
May-19,수원시 영통구,M,문화.취미,130900
May-19,수원시 영통구,M,신변잡화,170000
May-19,수원시 영통구,M,연료판매점,251271
May-19,수원시 영통구,M,의류,306000
May-19,수원시 영통구,M,자동차정비 유지,312900
May-19,수원시 영통구,M,건강식품,649350
May-19,수원시 영통구,M,레져용품,677900
May-19,수원시 영통구,M,약국,796690
May-19,수원시 영통구,M,회원제형태,842500
May-19,수원시 영통구,M,서적문구,995180
May-19,수원시 영통구,M,수리서비스,1239960
May-19,수원시 영통구,M,의원,3376800
May-19,수원시 영통구,M,레저업소,3986612
May-19,수원시 영통구,M,음료식품,4272180
May-19,수원시 영통구,M,보건위생,5710970
May-19,수원시 영통구,M,학원,6477136
May-19,수원시 영통구,M,유통업 영리,8977690
May-19,수원시 영통구,M,일반휴게음식,36074390
May-19,수원시 장안구,F,용역 서비스,1000
May-19,수원시 장안구,F,건강식품,10000
May-19,수원시 장안구,F,건축자재,17000
May-19,수원시 장안구,F,주방용구,136100
May-19,수원시 장안구,F,문화.취미,168400
May-19,수원시 장안구,F,전기제품,170000
May-19,수원시 장안구,F,서적문구,287520
May-19,수원시 장안구,F,신변잡화,295550
May-19,수원시 장안구,F,자동차정비 유지,339730
May-19,수원시 장안구,F,직물,425000
May-19,수원시 장안구,F,수리서비스,511370
May-19,수원시 장안구,F,연료판매점,630000
May-19,수원시 장안구,F,레저업소,652200
May-19,수원시 장안구,F,레져용품,713900
May-19,수원시 장안구,F,약국,721210
May-19,수원시 장안구,F,기타의료기관,754900
May-19,수원시 장안구,F,의류,849500
May-19,수원시 장안구,F,회원제형태,1630000
May-19,수원시 장안구,F,의원,2054100
May-19,수원시 장안구,F,학원,2892500
May-19,수원시 장안구,F,보건위생,4195300
May-19,수원시 장안구,F,유통업 영리,4230710
May-19,수원시 장안구,F,음료식품,6583190
May-19,수원시 장안구,F,일반휴게음식,23078810
May-19,수원시 장안구,M,주방용구,2000
May-19,수원시 장안구,M,여행,15000
May-19,수원시 장안구,M,건축자재,18500
May-19,수원시 장안구,M,광학제품,35000
May-19,수원시 장안구,M,기타의료기관,36000
May-19,수원시 장안구,M,숙박업,40000
May-19,수원시 장안구,M,사무통신,100000
May-19,수원시 장안구,M,기타,105800
May-19,수원시 장안구,M,레져용품,187000
May-19,수원시 장안구,M,문화.취미,204700
May-19,수원시 장안구,M,신변잡화,254300
May-19,수원시 장안구,M,수리서비스,269240
May-19,수원시 장안구,M,서적문구,336100
May-19,수원시 장안구,M,연료판매점,403560
May-19,수원시 장안구,M,용역 서비스,423150
May-19,수원시 장안구,M,건강식품,490000
May-19,수원시 장안구,M,의류,505100
May-19,수원시 장안구,M,약국,548670
May-19,수원시 장안구,M,자동차정비 유지,772850
May-19,수원시 장안구,M,회원제형태,851000
May-19,수원시 장안구,M,레저업소,1197300
May-19,수원시 장안구,M,의원,2062100
May-19,수원시 장안구,M,학원,2240000
May-19,수원시 장안구,M,보건위생,2772612
May-19,수원시 장안구,M,유통업 영리,4618610
May-19,수원시 장안구,M,음료식품,4748935
May-19,수원시 장안구,M,일반휴게음식,29587600
May-19,수원시 팔달구,F,사무통신,12510
May-19,수원시 팔달구,F,병원,18900
May-19,수원시 팔달구,F,주방용구,20000
May-19,수원시 팔달구,F,건강식품,39200
May-19,수원시 팔달구,F,농업,48500
May-19,수원시 팔달구,F,자동차정비 유지,62700
May-19,수원시 팔달구,F,광학제품,95000
May-19,수원시 팔달구,F,직물,127500
May-19,수원시 팔달구,F,숙박업,166600
May-19,수원시 팔달구,F,서적문구,191400
May-19,수원시 팔달구,F,신변잡화,266450
May-19,수원시 팔달구,F,수리서비스,267880
May-19,수원시 팔달구,F,회원제형태,384000
May-19,수원시 팔달구,F,문화.취미,504900
May-19,수원시 팔달구,F,용역 서비스,513500
May-19,수원시 팔달구,F,약국,675970
May-19,수원시 팔달구,F,기타의료기관,829000
May-19,수원시 팔달구,F,레져용품,866800
May-19,수원시 팔달구,F,레저업소,1040800
May-19,수원시 팔달구,F,의류,1058000
May-19,수원시 팔달구,F,유통업 영리,1824100
May-19,수원시 팔달구,F,의원,1976350
May-19,수원시 팔달구,F,학원,2376000
May-19,수원시 팔달구,F,보건위생,3446400
May-19,수원시 팔달구,F,음료식품,4410480
May-19,수원시 팔달구,F,일반휴게음식,26947600
May-19,수원시 팔달구,M,농업,8500
May-19,수원시 팔달구,M,사무통신,13700
May-19,수원시 팔달구,M,주방용구,24000
May-19,수원시 팔달구,M,건축자재,32000
May-19,수원시 팔달구,M,용역 서비스,66000
May-19,수원시 팔달구,M,광학제품,80000
May-19,수원시 팔달구,M,숙박업,105000
May-19,수원시 팔달구,M,서적문구,142750
May-19,수원시 팔달구,M,신변잡화,175550
May-19,수원시 팔달구,M,수리서비스,211060
May-19,수원시 팔달구,M,자동차정비 유지,264500
May-19,수원시 팔달구,M,레져용품,478900
May-19,수원시 팔달구,M,건강식품,569500
May-19,수원시 팔달구,M,문화.취미,614000
May-19,수원시 팔달구,M,의류,804900
May-19,수원시 팔달구,M,약국,833960
May-19,수원시 팔달구,M,회원제형태,920000
May-19,수원시 팔달구,M,레저업소,978100
May-19,수원시 팔달구,M,기타의료기관,1212000
May-19,수원시 팔달구,M,의원,1998100
May-19,수원시 팔달구,M,학원,2260000
May-19,수원시 팔달구,M,보건위생,2359500
May-19,수원시 팔달구,M,음료식품,3370256
May-19,수원시 팔달구,M,유통업 영리,5894600
May-19,수원시 팔달구,M,일반휴게음식,36409540
May-19,시흥시,F,일반휴게음식,159500
May-19,시흥시,M,일반휴게음식,92000
May-19,안산시 단원구,F,농업,5000
May-19,안산시 단원구,F,사무통신,15400
May-19,안산시 단원구,F,주방용구,28000
May-19,안산시 단원구,F,건축자재,30375
May-19,안산시 단원구,F,전기제품,48000
May-19,안산시 단원구,F,기타,74100
May-19,안산시 단원구,F,유통업 비영리,134790
May-19,안산시 단원구,F,건강식품,198200
May-19,안산시 단원구,F,직물,218000
May-19,안산시 단원구,F,레져용품,606300
May-19,안산시 단원구,F,광학제품,624000
May-19,안산시 단원구,F,신변잡화,716200
May-19,안산시 단원구,F,문화.취미,806850
May-19,안산시 단원구,F,자동차정비 유지,1159238
May-19,안산시 단원구,F,수리서비스,1405550
May-19,안산시 단원구,F,의류,1624750
May-19,안산시 단원구,F,서적문구,1828706
May-19,안산시 단원구,F,기타의료기관,2091250
May-19,안산시 단원구,F,약국,2461400
May-19,안산시 단원구,F,레저업소,2521000
May-19,안산시 단원구,F,가구,2716200
May-19,안산시 단원구,F,회원제형태,3620800
May-19,안산시 단원구,F,음료식품,6658800
May-19,안산시 단원구,F,보건위생,6670050
May-19,안산시 단원구,F,의원,6796280
May-19,안산시 단원구,F,학원,8569590
May-19,안산시 단원구,F,유통업 영리,22256155
May-19,안산시 단원구,F,일반휴게음식,45107442
May-19,안산시 단원구,M,건축자재,7000
May-19,안산시 단원구,M,사무통신,8550
May-19,안산시 단원구,M,농업,23000
May-19,안산시 단원구,M,직물,59500
May-19,안산시 단원구,M,기타,73500
May-19,안산시 단원구,M,용역 서비스,82500
May-19,안산시 단원구,M,광학제품,120000
May-19,안산시 단원구,M,유통업 비영리,132080
May-19,안산시 단원구,M,레져용품,257800
May-19,안산시 단원구,M,전기제품,280000
May-19,안산시 단원구,M,문화.취미,363300
May-19,안산시 단원구,M,서적문구,497610
May-19,안산시 단원구,M,자동차정비 유지,510650
May-19,안산시 단원구,M,건강식품,562400
May-19,안산시 단원구,M,수리서비스,562540
May-19,안산시 단원구,M,신변잡화,694790
May-19,안산시 단원구,M,의류,902240
May-19,안산시 단원구,M,기타의료기관,1408500
May-19,안산시 단원구,M,가구,1698500
May-19,안산시 단원구,M,레저업소,2153800
May-19,안산시 단원구,M,약국,2293080
May-19,안산시 단원구,M,회원제형태,2604000
May-19,안산시 단원구,M,보건위생,2879200
May-19,안산시 단원구,M,의원,3234540
May-19,안산시 단원구,M,음료식품,3704210
May-19,안산시 단원구,M,학원,4294000
May-19,안산시 단원구,M,유통업 영리,17910500
May-19,안산시 단원구,M,일반휴게음식,35809360
May-19,안산시 상록구,F,광학제품,13500
May-19,안산시 상록구,F,용역 서비스,17000
May-19,안산시 상록구,F,주방용구,45000
May-19,안산시 상록구,F,건축자재,66300
May-19,안산시 상록구,F,기타,96000
May-19,안산시 상록구,F,직물,140000
May-19,안산시 상록구,F,사무통신,215800
May-19,안산시 상록구,F,기타의료기관,297690
May-19,안산시 상록구,F,회원제형태,390900
May-19,안산시 상록구,F,유통업 비영리,485460
May-19,안산시 상록구,F,서적문구,486290
May-19,안산시 상록구,F,문화.취미,592100
May-19,안산시 상록구,F,가구,650000
May-19,안산시 상록구,F,수리서비스,710590
May-19,안산시 상록구,F,신변잡화,775450
May-19,안산시 상록구,F,의류,865400
May-19,안산시 상록구,F,레저업소,900200
May-19,안산시 상록구,F,자동차정비 유지,1327790
May-19,안산시 상록구,F,의원,1817350
May-19,안산시 상록구,F,약국,1843010
May-19,안산시 상록구,F,레져용품,2564700
May-19,안산시 상록구,F,보건위생,3398720
May-19,안산시 상록구,F,음료식품,4597043
May-19,안산시 상록구,F,학원,5324000
May-19,안산시 상록구,F,유통업 영리,15924403
May-19,안산시 상록구,F,일반휴게음식,26945170
May-19,안산시 상록구,M,용역 서비스,12400
May-19,안산시 상록구,M,광학제품,24000
May-19,안산시 상록구,M,유통업 비영리,77400
May-19,안산시 상록구,M,사무통신,113500
May-19,안산시 상록구,M,서적문구,129600
May-19,안산시 상록구,M,기타,134100
May-19,안산시 상록구,M,기타의료기관,237900
May-19,안산시 상록구,M,문화.취미,253000
May-19,안산시 상록구,M,의류,261300
May-19,안산시 상록구,M,회원제형태,264700
May-19,안산시 상록구,M,수리서비스,320720
May-19,안산시 상록구,M,레저업소,534900
May-19,안산시 상록구,M,신변잡화,627390
May-19,안산시 상록구,M,가구,630000
May-19,안산시 상록구,M,의원,1209700
May-19,안산시 상록구,M,약국,1240880
May-19,안산시 상록구,M,보건위생,1491716
May-19,안산시 상록구,M,레져용품,1609600
May-19,안산시 상록구,M,자동차정비 유지,1701000
May-19,안산시 상록구,M,학원,2992500
May-19,안산시 상록구,M,음료식품,3098650
May-19,안산시 상록구,M,유통업 영리,11524230
May-19,안산시 상록구,M,일반휴게음식,21587370
May-19,안성시,F,숙박업,20000
May-19,안성시,F,회원제형태,66000
May-19,안성시,F,레저업소,76000
May-19,안성시,F,자동차정비 유지,90000
May-19,안성시,F,레져용품,90000
May-19,안성시,F,신변잡화,124030
May-19,안성시,F,수리서비스,148900
May-19,안성시,F,서적문구,154250
May-19,안성시,F,약국,253470
May-19,안성시,F,문화.취미,283300
May-19,안성시,F,병원,404860
May-19,안성시,F,의류,491000
May-19,안성시,F,보건위생,605700
May-19,안성시,F,학원,990000
May-19,안성시,F,의원,1124100
May-19,안성시,F,음료식품,1258800
May-19,안성시,F,연료판매점,1538837
May-19,안성시,F,유통업 영리,2534720
May-19,안성시,F,유통업 비영리,4758320
May-19,안성시,F,일반휴게음식,7500720
May-19,안성시,M,농업,10000
May-19,안성시,M,신변잡화,37380
May-19,안성시,M,숙박업,45000
May-19,안성시,M,의류,50800
May-19,안성시,M,병원,69800
May-19,안성시,M,기타,81000
May-19,안성시,M,문화.취미,92000
May-19,안성시,M,수리서비스,110400
May-19,안성시,M,레저업소,134600
May-19,안성시,M,약국,141900
May-19,안성시,M,레져용품,245780
May-19,안성시,M,보건위생,401000
May-19,안성시,M,자동차정비 유지,553200
May-19,안성시,M,음료식품,850050
May-19,안성시,M,의원,1136420
May-19,안성시,M,유통업 영리,1944910
May-19,안성시,M,연료판매점,2827696
May-19,안성시,M,유통업 비영리,3225400
May-19,안성시,M,일반휴게음식,4828240
May-19,안양시 동안구,F,보건위생,160000
May-19,양주시,F,사무통신,5000
May-19,양주시,F,용역 서비스,9500
May-19,양주시,F,광학제품,39000
May-19,양주시,F,농업,48900
May-19,양주시,F,기타,60000
May-19,양주시,F,건축자재,60500
May-19,양주시,F,건강식품,201400
May-19,양주시,F,기타의료기관,242600
May-19,양주시,F,주방용구,296500
May-19,양주시,F,직물,316500
May-19,양주시,F,서적문구,570700
May-19,양주시,F,레져용품,693700
May-19,양주시,F,자동차정비 유지,694380
May-19,양주시,F,문화.취미,1097700
May-19,양주시,F,의류,1112000
May-19,양주시,F,수리서비스,1181190
May-19,양주시,F,신변잡화,1275600
May-19,양주시,F,연료판매점,1808043
May-19,양주시,F,회원제형태,1932000
May-19,양주시,F,약국,2126480
May-19,양주시,F,레저업소,3906810
May-19,양주시,F,음료식품,5888250
May-19,양주시,F,의원,6019100
May-19,양주시,F,보건위생,8143980
May-19,양주시,F,유통업 영리,8160060
May-19,양주시,F,학원,12112000
May-19,양주시,F,유통업 비영리,12996910
May-19,양주시,F,일반휴게음식,50340830
May-19,양주시,M,병원,12800
May-19,양주시,M,기타,27600
May-19,양주시,M,직물,65000
May-19,양주시,M,사무통신,90000
May-19,양주시,M,전기제품,160000
May-19,양주시,M,건축자재,175200
May-19,양주시,M,주방용구,189000
May-19,양주시,M,용역 서비스,189100
May-19,양주시,M,농업,358000
May-19,양주시,M,서적문구,410320
May-19,양주시,M,신변잡화,461170
May-19,양주시,M,의류,521300
May-19,양주시,M,광학제품,713000
May-19,양주시,M,수리서비스,846370
May-19,양주시,M,레져용품,1076200
May-19,양주시,M,회원제형태,1158000
May-19,양주시,M,기타의료기관,1440850
May-19,양주시,M,문화.취미,1538400
May-19,양주시,M,약국,1704680
May-19,양주시,M,자동차정비 유지,1920870
May-19,양주시,M,레저업소,2343300
May-19,양주시,M,연료판매점,2415750
May-19,양주시,M,음료식품,3866710
May-19,양주시,M,의원,4191840
May-19,양주시,M,보건위생,4440450
May-19,양주시,M,유통업 비영리,7646400
May-19,양주시,M,학원,8598564
May-19,양주시,M,유통업 영리,9261370
May-19,양주시,M,일반휴게음식,48455250
May-19,양평군,F,용역 서비스,23000
May-19,양평군,F,주방용구,25500
May-19,양평군,F,사무통신,105000
May-19,양평군,F,기타,120000
May-19,양평군,F,광학제품,189000
May-19,양평군,F,숙박업,238000
May-19,양평군,F,전기제품,251100
May-19,양평군,F,직물,270000
May-19,양평군,F,기타의료기관,520100
May-19,양평군,F,농업,632160
May-19,양평군,F,건축자재,883690
May-19,양평군,F,회원제형태,1023500
May-19,양평군,F,수리서비스,1051560
May-19,양평군,F,신변잡화,1159366
May-19,양평군,F,서적문구,1385750
May-19,양평군,F,병원,1400070
May-19,양평군,F,레저업소,1764000
May-19,양평군,F,자동차정비 유지,2078070
May-19,양평군,F,문화.취미,2274120
May-19,양평군,F,레져용품,3008100
May-19,양평군,F,약국,3733690
May-19,양평군,F,의류,3828250
May-19,양평군,F,학원,3887000
May-19,양평군,F,보건위생,5724438
May-19,양평군,F,의원,6212260
May-19,양평군,F,음료식품,12845151
May-19,양평군,F,연료판매점,15084548
May-19,양평군,F,유통업 비영리,26823710
May-19,양평군,F,유통업 영리,33219490
May-19,양평군,F,일반휴게음식,63547560
May-19,양평군,M,건강식품,2100
May-19,양평군,M,사무통신,36500
May-19,양평군,M,주방용구,54000
May-19,양평군,M,용역 서비스,59000
May-19,양평군,M,가구,190000
May-19,양평군,M,병원,201180
May-19,양평군,M,기타의료기관,204600
May-19,양평군,M,직물,233000
May-19,양평군,M,광학제품,482000
May-19,양평군,M,숙박업,516000
May-19,양평군,M,기타,581100
May-19,양평군,M,신변잡화,589580
May-19,양평군,M,전기제품,642500
May-19,양평군,M,수리서비스,804400
May-19,양평군,M,서적문구,845650
May-19,양평군,M,농업,878240
May-19,양평군,M,회원제형태,1050000
May-19,양평군,M,의류,1075350
May-19,양평군,M,건축자재,1245420
May-19,양평군,M,문화.취미,1469800
May-19,양평군,M,학원,2688100
May-19,양평군,M,레져용품,2724350
May-19,양평군,M,레저업소,2819000
May-19,양평군,M,약국,2985620
May-19,양평군,M,보건위생,3345100
May-19,양평군,M,의원,3477000
May-19,양평군,M,자동차정비 유지,3868210
May-19,양평군,M,음료식품,8102774
May-19,양평군,M,연료판매점,22674946
May-19,양평군,M,유통업 비영리,22813938
May-19,양평군,M,유통업 영리,32589049
May-19,양평군,M,일반휴게음식,76406975
May-19,여주시,F,용역 서비스,2400
May-19,여주시,F,전기제품,22000
May-19,여주시,F,기타,64000
May-19,여주시,F,기타의료기관,74700
May-19,여주시,F,수리서비스,89000
May-19,여주시,F,자동차정비 유지,99000
May-19,여주시,F,주방용구,130000
May-19,여주시,F,연료판매점,143950
May-19,여주시,F,직물,173000
May-19,여주시,F,의류,214500
May-19,여주시,F,레저업소,315500
May-19,여주시,F,문화.취미,368000
May-19,여주시,F,신변잡화,398670
May-19,여주시,F,가구,477000
May-19,여주시,F,보건위생,594000
May-19,여주시,F,약국,810100
May-19,여주시,F,의원,1300530
May-19,여주시,F,학원,1775000
May-19,여주시,F,음료식품,2112420
May-19,여주시,F,유통업 영리,2415520
May-19,여주시,F,일반휴게음식,6097700
May-19,여주시,M,기타,10800
May-19,여주시,M,주방용구,13000
May-19,여주시,M,건강식품,20000
May-19,여주시,M,신변잡화,75650
May-19,여주시,M,농업,116500
May-19,여주시,M,의류,119600
May-19,여주시,M,기타의료기관,163700
May-19,여주시,M,문화.취미,189000
May-19,여주시,M,연료판매점,272000
May-19,여주시,M,약국,334300
May-19,여주시,M,보건위생,357000
May-19,여주시,M,레저업소,478600
May-19,여주시,M,자동차정비 유지,607000
May-19,여주시,M,학원,612500
May-19,여주시,M,레져용품,657000
May-19,여주시,M,의원,1264380
May-19,여주시,M,유통업 영리,1868310
May-19,여주시,M,음료식품,1927050
May-19,여주시,M,일반휴게음식,8707200
May-19,연천군,F,약국,30600
May-19,연천군,F,보건위생,40000
May-19,연천군,F,음료식품,65300
May-19,연천군,F,유통업 영리,69130
May-19,연천군,F,회원제형태,133000
May-19,연천군,F,일반휴게음식,503500
May-19,연천군,M,농업,6000
May-19,연천군,M,수리서비스,7400
May-19,연천군,M,신변잡화,11000
May-19,연천군,M,보건위생,19800
May-19,연천군,M,자동차정비 유지,23000
May-19,연천군,M,기타,24000
May-19,연천군,M,약국,32900
May-19,연천군,M,유통업 영리,162090
May-19,연천군,M,음료식품,189710
May-19,연천군,M,레져용품,286500
May-19,연천군,M,일반휴게음식,1177300
May-19,오산시,F,사무통신,4800
May-19,오산시,F,건축자재,13000
May-19,오산시,F,용역 서비스,33800
May-19,오산시,F,광학제품,83000
May-19,오산시,F,유통업 비영리,96250
May-19,오산시,F,기타의료기관,103000
May-19,오산시,F,수리서비스,150510
May-19,오산시,F,주방용구,153400
May-19,오산시,F,자동차정비 유지,402500
May-19,오산시,F,병원,443840
May-19,오산시,F,연료판매점,511175
May-19,오산시,F,레저업소,641900
May-19,오산시,F,건강식품,668000
May-19,오산시,F,회원제형태,717200
May-19,오산시,F,서적문구,845844
May-19,오산시,F,직물,924000
May-19,오산시,F,의류,941400
May-19,오산시,F,신변잡화,964020
May-19,오산시,F,문화.취미,1031300
May-19,오산시,F,레져용품,1516000
May-19,오산시,F,약국,1551060
May-19,오산시,F,보건위생,1635800
May-19,오산시,F,학원,1820000
May-19,오산시,F,의원,3874290
May-19,오산시,F,음료식품,9912770
May-19,오산시,F,유통업 영리,11080440
May-19,오산시,F,일반휴게음식,18552490
May-19,오산시,M,사무통신,4500
